τ_vals,μ=0.5,μ=0.8,μ=0.9,μ=1.0
1372.578498478,0.5585064869124724,0.7276729231152437,0.746215382639355,0.7531672562078365
1372.64505138,0.5138697341346988,0.36803313381044833,0.5910135328089853,0.6985737776203649
1372.711604282,0.1415677924334147,0.3427444788462767,0.5539574273963574,0.641003115271617
1372.778157184,0.5587102210556129,0.6028092216611551,0.5871575479693021,0.5813184129889964
1372.844710086,0.6114723381027894,0.3028693764636596,0.44459166475977985,0.5204144950652559
1372.911262988,0.11620649157956488,0.22558773494035045,0.39137523946063774,0.4592045148201859
1372.97781589,0.544112189180836,0.46137385247942636,0.41559869258094495,0.39860618288522787
1373.0443687920001,0.705600770480932,0.23562314939454704,0.29571258037496123,0.3395280240496719
1373.1109216940001,0.10975411456685649,0.1220182219410608,0.23647937342089248,0.28285581278410793
1373.1774745960001,0.5152171698719351,0.31976543440382765,0.2536726993199719,0.22943922759547541
1373.2440274980002,0.7882819478973369,0.17763841858322907,0.16491398701027635,0.1800791219000912
1373.3105804000002,0.12060725063931071,0.0464102108678055,0.11021194455155031,0.13551556255159755
1373.377133302,0.4737114240918712,0.19387357875836692,0.12207140369663415,0.09641668552995832
1373.443686204,0.8524305631688024,0.13886856986584717,0.07028595025460684,0.06336868527900083
1373.510239106,0.14615666915656042,0.010040310096450651,0.029864057682972518,0.036867057024686914
1373.576792008,0.4224914544104069,0.09711673365135892,0.037326189362009446,0.017309136232437683
1373.64334491,0.8925106177874308,0.12638617858399004,0.025009289555680124,0.004988147666601389
1373.709897812,0.18312142609296933,0.019555365330875027,0.006757799163913005,8.882297481896905e-5
1373.776450714,0.3655709873723079,0.038833659211300116,0.009652013782535563,0.0026846155400662686
1373.843003616,0.9050457782073551,0.14330711651979366,0.03555795779365524,0.012736608239703686
1373.909556518,0.22788554420566673,0.07601078713471657,0.0447122334977756,0.03009409192731352
1373.97610942,0.30785636510197933,0.023230694660716887,0.04163831105772343,0.05449682386579552
1374.042662322,0.8889270502330059,0.18828214994802178,0.10080818986950321,0.08557894445676183
1374.109215224,0.2768005204408117,0.17461257733823715,0.13949968544565033,0.12287443791869182
1374.175768126,0.25479678990266497,0.04901197601447945,0.12795787254556001,0.16582412993048046
1374.242321028,0.8454882063034038,0.2556304919974738,0.21217526425583172,0.21378409483572058
1374.3088739300001,0.32642712067058777,0.30520548901236944,0.27936718271656796,0.2660352660856245
1374.3754268320001,0.21193297693196697,0.1097287428021771,0.256128873530681,0.32179423659627476
1374.4419797340001,0.7783444539514676,0.33610066192032506,0.35476050448993607,0.38022503864308616
1374.5085326360002,0.37370266261738727,0.45345267715758475,0.44655636572815477,0.44045161574413827
1374.5750855380002,0.18438342049259193,0.19478897726501987,0.4082248506545386,0.5015709820326516
1374.64163844,0.6930150845755916,0.4181566207621453,0.5093551872432353,0.562666807258534
1374.708191342,0.4160332264966324,0.6025616590914027,0.6196222990147668,0.6228230779978092
1374.774744244,0.1763194285528699,0.29098244237539017,0.5633013676276712,0.6811378579642957
1374.841297146,0.5963733769228315,0.4896134304409231,0.6550325555781568,0.7367368700354507
1374.907850048,0.45132196432038274,0.7353393663275632,0.7762451567235795,0.7887865145736025
1374.97440295,0.19048646989893958,0.38431009075981193,0.7002131361065631,0.8365063927658913
1375.040955852,0.4959842951960995,0.5393967274998839,0.7719796580276833,0.8791810787004294
