freq (MHz),μ=1.0,μ=0.9,μ=0.8,μ=0.5
5.2833300587081595,0.0005971873813049168,0.0007177585574761674,0.0007090018465742073,0.0018315107333331795
5.320800484656443,0.0005965395199706725,0.0007132778943579433,0.0007142025080750999,0.0016075892727199811
5.358270910604729,0.0006219720599267192,0.0007043295450949442,0.000792118584411955,0.001799623869048673
5.395741336553013,0.0006437500967766762,0.0007251944148647052,0.0009172224309596814,0.0012167342566624044
5.433211762501299,0.0005899966632308031,0.0007123732237478931,0.0007353228046271463,0.0008580211803130753
5.470682188449583,0.0005840498659016426,0.0007079893602457884,0.0007170851954804743,0.0007764632402185753
5.508152614397868,0.0005808581496831296,0.0007046721487693347,0.0007099365108904894,0.0007068467134005025
5.545623040346152,0.0005783552202102118,0.0007017277155506096,0.0007053199907540146,0.0006461460780250113
5.583093466294438,0.0005761775991789392,0.0006989514168976096,0.0007013362912708494,0.0005938349175253598
5.620563892242722,0.0005743161125765277,0.0006961800909535216,0.0006966759384598194,0.0005502330589435459
5.6580343181910076,0.0005743472054142926,0.0006923181254613355,0.000682890497593762,0.0005303025341998712
5.695504744139292,0.0005689213538094598,0.0006932258414961097,0.0007080709674077005,0.00044680836564504206
5.732975170087577,0.0005675462164029388,0.0006901881122284948,0.0006987515445786325,0.0004252601253806065
5.770445596035861,0.0005659040518029415,0.0006878208832501219,0.0006950512857206518,0.00039892898091853173
5.807916021984147,0.0005642449605555046,0.0006856230333568238,0.000692330530641442,0.00037414835865763206
5.845386447932431,0.0005626134137907279,0.0006835247388652185,0.0006899837094000792,0.00035143313424859
5.8828568738807165,0.0005610238813518318,0.0006815034428958114,0.0006878297341019182,0.0003307123535526618
5.920327299829,0.0005594909898554022,0.0006795459314198556,0.0006857711251607449,0.0003118188712729303
5.957797725777286,0.0005582364008482233,0.0006775755698349386,0.0006832165380570291,0.00029479299922341527
5.99526815172557,0.0005563724242653452,0.0006758763149782455,0.0006823967024920731,0.0002785388543060023
6.032738577673856,0.0005549887843856245,0.0006740924341041242,0.000680535516460903,0.00026403409201206123
6.07020900362214,0.0005536154615813709,0.0006723744626862671,0.0006788189492142804,0.0002506539656416626
6.107679429570425,0.000552277228439219,0.0006707126389906661,0.0006771775803281252,0.00023830615757296933
6.145149855518709,0.0005509777515972809,0.0006691043381208722,0.0006755973607642782,0.00022689141381044303
6.182620281466995,0.0005497178229089909,0.0006675480551315467,0.0006740725336245942,0.0002163205532446214
